file_id,file_name,read_path,file_size
F1232,5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 3.ome.tiff,/allen/programs/allencell/data/proj0/16c/9bb/ad3/32c/035/d0b/841/9be/ec3/a39/9a/5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 3.ome.tiff,638268106
F1233,5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 4.ome.tiff,/allen/programs/allencell/data/proj0/3a7/ac9/25b/a27/f78/31b/845/d94/8bb/a0f/4b/5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 4.ome.tiff,628546922
F1234,5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 5.ome.tiff,/allen/programs/allencell/data/proj0/1a0/3f9/28e/6b7/a6f/39a/542/c36/84b/ae8/5a/5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 5.ome.tiff,622905198
F1235,5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 6.ome.tiff,/allen/programs/allencell/data/proj0/fbe/7c4/2de/450/cba/85b/142/39e/158/b73/d4/5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 6.ome.tiff,637209714
F1236,5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 7.ome.tiff,/allen/programs/allencell/data/proj0/926/984/563/e1e/fe6/e4a/84f/fd9/bed/0cf/26/5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 7.ome.tiff,635805867
F1237,5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 8.ome.tiff,/allen/programs/allencell/data/proj0/ed7/692/b98/079/c1e/039/04b/79c/5cf/6ce/9b/5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 8.ome.tiff,646535302
F1238,5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 9.ome.tiff,/allen/programs/allencell/data/proj0/4cc/4b7/95f/6f8/978/2ca/c40/212/2c5/cf4/ee/5500000094_63x_20190524_Capture 1 - Capture 1 - C2 [144] Montage - 9.ome.tiff,656233913
F1239,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 10.ome.tiff,/allen/programs/allencell/data/proj0/6f0/9f6/83c/c75/31f/b88/a41/30f/c83/187/ab/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 10.ome.tiff,698318866
F1240,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 11.ome.tiff,/allen/programs/allencell/data/proj0/2f1/842/114/b46/d85/e99/a4c/5c8/407/ce8/e9/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 11.ome.tiff,678722848
F1241,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 12.ome.tiff,/allen/programs/allencell/data/proj0/96a/dc4/851/d61/c53/e0a/b4d/e87/941/2e0/66/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 12.ome.tiff,710489263
F1242,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 13.ome.tiff,/allen/programs/allencell/data/proj0/566/42e/358/f15/a2f/30b/240/1d1/b0e/251/fd/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 13.ome.tiff,690008686
F1243,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 14.ome.tiff,/allen/programs/allencell/data/proj0/b1e/e4e/ade/088/766/09b/c4a/77e/f63/02f/59/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 14.ome.tiff,681204308
F1244,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 16.ome.tiff,/allen/programs/allencell/data/proj0/53b/cd9/5ba/961/b68/d8b/845/af0/a7b/5b0/53/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 16.ome.tiff,684618691
F1245,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 17.ome.tiff,/allen/programs/allencell/data/proj0/97b/a03/950/196/fe4/36b/b44/485/9e5/e9f/b8/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 17.ome.tiff,686870508
F1246,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 18.ome.tiff,/allen/programs/allencell/data/proj0/784/2c1/f7b/d6c/b4a/8fa/440/b8d/847/fa9/85/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 18.ome.tiff,696669317
F1247,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 19.ome.tiff,/allen/programs/allencell/data/proj0/d1b/3c7/60d/ca5/64c/6fb/d49/b26/bc1/31f/bd/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 19.ome.tiff,696907642
F1248,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 1.ome.tiff,/allen/programs/allencell/data/proj0/78d/d59/6fa/ee0/e7b/d9a/049/ec3/bcc/d42/2b/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 1.ome.tiff,689455281
F1249,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 20.ome.tiff,/allen/programs/allencell/data/proj0/08b/77b/cb6/7f5/295/99b/e46/ba1/ac6/183/57/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 20.ome.tiff,670906991
F1250,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 21.ome.tiff,/allen/programs/allencell/data/proj0/b7f/efd/b02/43d/c40/c7a/94d/b4d/67f/795/aa/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 21.ome.tiff,695763230
F1251,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 23.ome.tiff,/allen/programs/allencell/data/proj0/04e/791/815/b99/1cf/4fb/f43/655/de1/6c2/ff/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 23.ome.tiff,700089604
F1252,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 25.ome.tiff,/allen/programs/allencell/data/proj0/508/175/6e4/841/4a9/7eb/048/4fe/3f9/19d/bf/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 25.ome.tiff,696895391
F1253,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 26.ome.tiff,/allen/programs/allencell/data/proj0/07c/a09/57a/3b0/af8/b9a/54a/e17/5df/9de/5c/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 26.ome.tiff,690190530
F1254,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 27.ome.tiff,/allen/programs/allencell/data/proj0/d62/89e/637/2a6/63a/788/c43/bbc/d9b/3c3/b7/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 27.ome.tiff,686999937
F1255,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 28.ome.tiff,/allen/programs/allencell/data/proj0/8e3/202/ce9/cbe/fc7/d5b/243/955/e49/f3a/9b/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 28.ome.tiff,665619131
F1256,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 29.ome.tiff,/allen/programs/allencell/data/proj0/6bb/289/aaa/b71/a10/aa9/b4e/0b2/52b/ff4/6f/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 29.ome.tiff,699555233
F1257,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 2.ome.tiff,/allen/programs/allencell/data/proj0/b82/82a/8ae/53b/973/159/747/59c/2b2/b28/00/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 2.ome.tiff,686339477
F1258,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 30.ome.tiff,/allen/programs/allencell/data/proj0/b4c/ffe/d44/2b9/bac/32b/84d/5a9/ac1/cf6/3d/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 30.ome.tiff,688096391
F1259,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 31.ome.tiff,/allen/programs/allencell/data/proj0/098/d32/238/264/3a8/a5a/141/33f/7a8/c9c/c4/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 31.ome.tiff,711995194
F1260,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 32.ome.tiff,/allen/programs/allencell/data/proj0/bdb/311/6bd/d59/d20/76b/e4e/2e0/3f4/2fc/07/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 32.ome.tiff,684834623
F1261,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 3.ome.tiff,/allen/programs/allencell/data/proj0/1cf/ccc/f28/069/d7a/9b8/54e/147/e93/a9f/42/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 3.ome.tiff,696115086
F1262,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 5.ome.tiff,/allen/programs/allencell/data/proj0/56d/800/a53/72b/15e/4ba/a40/46c/672/f4a/34/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 5.ome.tiff,696377281
F1263,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 6.ome.tiff,/allen/programs/allencell/data/proj0/084/084/cf4/bb9/987/86b/44e/522/64f/a93/33/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 6.ome.tiff,687992661
F1264,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 7.ome.tiff,/allen/programs/allencell/data/proj0/989/f92/51b/888/284/19b/b43/479/8f5/d81/db/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 7.ome.tiff,696734444
F1265,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 8.ome.tiff,/allen/programs/allencell/data/proj0/cbc/e6f/5c2/9ad/b74/8f8/04e/451/246/9f8/07/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 8.ome.tiff,678256323
F1266,5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 9.ome.tiff,/allen/programs/allencell/data/proj0/223/6fd/a8b/c7d/59f/a09/947/857/85a/77d/25/5500000096_63x_20190523_Capture 1 - Capture 1 - C2 [144] Montage - 9.ome.tiff,690823014
F1267,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 10.ome.tiff,/allen/programs/allencell/data/proj0/009/237/ef7/75d/72f/8c8/b40/d5d/eb7/38c/c4/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 10.ome.tiff,689901011
F1268,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 11.ome.tiff,/allen/programs/allencell/data/proj0/dbf/74a/764/d93/fe9/58b/24e/ba6/7ac/11c/6f/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 11.ome.tiff,699884990
F1269,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 12.ome.tiff,/allen/programs/allencell/data/proj0/b78/cfe/519/be8/86b/3fb/847/3f2/103/0af/74/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 12.ome.tiff,680814329
F1270,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 13.ome.tiff,/allen/programs/allencell/data/proj0/3c8/d3e/376/377/a72/f1a/f4a/46f/8db/d44/f2/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 13.ome.tiff,696333372
F1271,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 16.ome.tiff,/allen/programs/allencell/data/proj0/f2d/b5b/7b8/841/124/89b/243/555/f03/cec/3f/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 16.ome.tiff,704925232
F1272,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 17.ome.tiff,/allen/programs/allencell/data/proj0/adb/e0d/ff2/06f/815/448/94b/74e/606/ab7/96/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 17.ome.tiff,679530788
F1273,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 18.ome.tiff,/allen/programs/allencell/data/proj0/be9/061/2a4/1da/244/1f9/e47/a1b/5af/42c/af/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 18.ome.tiff,687947891
F1274,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 19.ome.tiff,/allen/programs/allencell/data/proj0/8b3/3ec/bde/564/254/d79/24d/b01/681/3ce/78/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 19.ome.tiff,678125761
F1275,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 1.ome.tiff,/allen/programs/allencell/data/proj0/ff6/422/624/201/089/1a9/249/561/98f/e09/be/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 1.ome.tiff,674899462
F1276,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 22.ome.tiff,/allen/programs/allencell/data/proj0/09a/506/3db/1f3/b32/79b/547/a17/585/c2e/bf/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 22.ome.tiff,687462233
F1277,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 23.ome.tiff,/allen/programs/allencell/data/proj0/2fa/e9f/05b/107/706/b4a/54f/3e6/3af/7ad/2c/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 23.ome.tiff,682718129
F1278,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 25.ome.tiff,/allen/programs/allencell/data/proj0/19b/bc6/a3d/f3e/8c8/e7a/848/87b/e01/dea/99/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 25.ome.tiff,686083975
F1279,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 26.ome.tiff,/allen/programs/allencell/data/proj0/a31/321/bd4/813/18c/aeb/143/b78/4a8/90b/ee/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 26.ome.tiff,693037047
F1280,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 27.ome.tiff,/allen/programs/allencell/data/proj0/565/804/7ea/84a/ac9/98a/34e/d16/595/608/8e/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 27.ome.tiff,692796127
F1281,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 28.ome.tiff,/allen/programs/allencell/data/proj0/74b/6d4/045/b72/6f6/cea/a47/c25/a25/c7c/fb/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 28.ome.tiff,695622385
F1282,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 29.ome.tiff,/allen/programs/allencell/data/proj0/829/650/2fa/e2e/f14/a5b/94c/d59/96c/3da/e0/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 29.ome.tiff,679390621
F1283,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 2.ome.tiff,/allen/programs/allencell/data/proj0/3a3/18b/ec5/b1a/adb/408/c44/7a3/1ab/e64/57/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 2.ome.tiff,692333252
F1284,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 30.ome.tiff,/allen/programs/allencell/data/proj0/64e/e98/b58/410/643/538/54a/2fa/191/174/15/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 30.ome.tiff,681714964
F1285,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 31.ome.tiff,/allen/programs/allencell/data/proj0/dbf/1dc/cc0/132/c92/a68/142/76e/8dd/4cd/b7/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 31.ome.tiff,676841986
F1286,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 32.ome.tiff,/allen/programs/allencell/data/proj0/b67/fdb/ad3/3b6/27a/eab/e41/0e6/111/acf/dc/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 32.ome.tiff,687361604
F1287,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 3.ome.tiff,/allen/programs/allencell/data/proj0/1a5/227/83e/0ea/b3c/09a/445/6fd/062/684/30/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 3.ome.tiff,674112986
F1288,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 4.ome.tiff,/allen/programs/allencell/data/proj0/fa1/425/492/b70/848/efa/e41/fd5/0d9/d5e/ac/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 4.ome.tiff,676817994
F1289,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 5.ome.tiff,/allen/programs/allencell/data/proj0/6cc/e20/9d1/551/9af/839/140/cc0/7b1/62c/26/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 5.ome.tiff,670980010
F1290,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 6.ome.tiff,/allen/programs/allencell/data/proj0/8fc/09a/63e/d4d/f85/6eb/74f/0a9/c65/15e/8c/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 6.ome.tiff,668609282
F1291,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 7.ome.tiff,/allen/programs/allencell/data/proj0/45d/8e7/713/714/86c/eeb/342/356/a19/c01/95/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 7.ome.tiff,674285035
F1292,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 8.ome.tiff,/allen/programs/allencell/data/proj0/de5/a4c/797/8ce/ae1/71b/642/32e/f13/512/4b/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 8.ome.tiff,680295050
F1293,5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 9.ome.tiff,/allen/programs/allencell/data/proj0/c2f/3d4/19e/a7b/5be/808/b4e/53b/8d8/236/48/5500000096_63x_20190523_Capture 1 - Capture 1 - C3 [144] Montage - 9.ome.tiff,690230861
F1294,5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 11.ome.tiff,/allen/programs/allencell/data/proj0/9a1/270/446/40e/caa/4da/54b/12a/5a9/cb6/3f/5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 11.ome.tiff,680885551
F1295,5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 12.ome.tiff,/allen/programs/allencell/data/proj0/8f4/022/76a/987/2ae/8ba/44c/966/5a3/0d5/55/5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 12.ome.tiff,675984481
F1296,5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 13.ome.tiff,/allen/programs/allencell/data/proj0/34b/fe5/810/b12/3d9/ccb/34d/7b8/b7a/84a/11/5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 13.ome.tiff,679854266
F1297,5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 14.ome.tiff,/allen/programs/allencell/data/proj0/943/fe1/70f/fe2/0c5/54b/e42/9e3/4c2/278/ee/5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 14.ome.tiff,685537835
F1298,5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 17.ome.tiff,/allen/programs/allencell/data/proj0/515/485/532/79b/7ce/2e8/749/05a/262/747/09/5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 17.ome.tiff,703808947
F1299,5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 1.ome.tiff,/allen/programs/allencell/data/proj0/fb6/b04/663/910/85e/4a9/740/99f/d22/394/14/5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 1.ome.tiff,668423319
F1300,5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 20.ome.tiff,/allen/programs/allencell/data/proj0/dc1/986/667/ecc/c21/259/b4e/1ce/9ac/e9a/bc/5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 20.ome.tiff,697042436
F1301,5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 23.ome.tiff,/allen/programs/allencell/data/proj0/752/28d/ab4/f2d/7d5/fc9/344/800/b1c/82f/a2/5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 23.ome.tiff,687428952
F1302,5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 2.ome.tiff,/allen/programs/allencell/data/proj0/42b/5ca/130/f4c/ce9/15b/84a/856/477/51b/c0/5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 2.ome.tiff,667355836
F1303,5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 31.ome.tiff,/allen/programs/allencell/data/proj0/cab/c3c/ed4/562/531/6a8/b41/2d4/210/f8a/e0/5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 31.ome.tiff,701638794
F1304,5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 33.ome.tiff,/allen/programs/allencell/data/proj0/a33/3bc/94a/959/021/b8b/a4e/423/288/0cf/2b/5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 33.ome.tiff,675727167
F1305,5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 3.ome.tiff,/allen/programs/allencell/data/proj0/ec7/149/04d/a11/0ef/aab/d4c/166/949/cd4/37/5500000096_63x_20190523_Capture 1 - Capture 1 - C4 [144] Montage - 3.ome.tiff,681505735
F1306,5500000096_63x_20190523_Capture 1 - Capture 1 - C5 [144] Montage - 10.ome.tiff,/allen/programs/allencell/data/proj0/024/755/9df/070/621/689/c46/6bd/9f9/62a/b2/5500000096_63x_20190523_Capture 1 - Capture 1 - C5 [144] Montage - 10.ome.tiff,676595286
